[2024-01-31T18:01:39.983Z] Starting monitor process...
[2024-02-01T00:15:09.528Z] Received message: []
[2024-02-01T00:16:09.533Z] Received message: []
[2024-02-01T00:17:09.539Z] Received message: []
[2024-02-01T00:18:09.544Z] Received message: []
[2024-02-01T00:19:09.548Z] Received message: []
[2024-02-01T00:20:09.553Z] Received message: []
[2024-02-01T00:21:09.560Z] Received message: []
[2024-02-01T00:22:09.566Z] Received message: []
[2024-02-01T00:23:09.570Z] Received message: []
[2024-02-01T00:24:09.576Z] Received message: []
[2024-02-01T00:25:09.581Z] Received message: []
[2024-02-01T00:26:09.585Z] Received message: []
[2024-02-01T00:27:09.591Z] Received message: []
[2024-02-01T00:28:09.596Z] Received message: []
[2024-02-01T00:29:09.602Z] Received message: []
[2024-02-01T00:30:09.609Z] Received message: []
[2024-02-01T00:31:09.614Z] Received message: []
[2024-02-01T00:32:09.619Z] Received message: []
[2024-02-01T00:33:09.624Z] Received message: []
[2024-02-01T00:34:09.631Z] Received message: []
[2024-02-01T00:35:09.638Z] Received message: []
[2024-02-01T00:36:09.643Z] Received message: []
[2024-02-01T00:37:09.648Z] Received message: []
[2024-02-01T00:38:09.652Z] Received message: []
[2024-02-01T00:39:09.657Z] Received message: []
[2024-02-01T00:40:09.661Z] Received message: []
[2024-02-01T00:41:09.666Z] Received message: []
[2024-02-01T00:42:09.671Z] Received message: []
[2024-02-01T00:43:09.676Z] Received message: []
[2024-02-01T00:44:09.680Z] Received message: []
[2024-02-01T00:45:09.685Z] Received message: []
[2024-02-01T00:46:09.689Z] Received message: []
[2024-02-01T00:47:09.694Z] Received message: []
[2024-02-01T00:48:09.698Z] Received message: []
[2024-02-01T00:49:09.703Z] Received message: []
[2024-02-01T00:50:09.708Z] Received message: []
[2024-02-01T00:51:09.713Z] Received message: []
[2024-02-01T00:52:09.716Z] Received message: []
[2024-02-01T00:53:09.722Z] Received message: []
[2024-02-01T00:54:09.727Z] Received message: []
[2024-02-01T00:55:09.733Z] Received message: []
[2024-02-01T00:56:09.737Z] Received message: []
[2024-02-01T00:57:09.741Z] Received message: []
[2024-02-01T00:58:09.745Z] Received message: []
[2024-02-01T00:59:09.750Z] Received message: []
[2024-02-01T01:00:09.754Z] Received message: []
[2024-02-01T01:01:09.759Z] Received message: []
[2024-02-01T01:02:09.765Z] Received message: []
[2024-02-01T01:03:09.771Z] Received message: []
[2024-02-01T01:04:09.776Z] Received message: []
[2024-02-01T01:05:09.779Z] Received message: []
[2024-02-01T01:06:09.785Z] Received message: []
[2024-02-01T01:07:09.790Z] Received message: []
[2024-02-01T01:08:09.797Z] Received message: []
[2024-02-01T01:09:09.802Z] Received message: []
[2024-02-01T01:10:09.806Z] Received message: []
[2024-02-01T01:11:09.811Z] Received message: []
[2024-02-01T01:12:09.817Z] Received message: []
[2024-02-01T01:13:09.821Z] Received message: []
[2024-02-01T01:14:09.825Z] Received message: []
[2024-02-01T01:15:09.830Z] Received message: []
[2024-02-01T01:16:09.835Z] Received message: []
[2024-02-01T01:17:09.839Z] Received message: []
[2024-02-01T01:18:09.842Z] Received message: []
[2024-02-01T01:19:09.847Z] Received message: []
[2024-02-01T01:20:09.851Z] Received message: []
[2024-02-01T01:21:09.856Z] Received message: []
[2024-02-01T01:22:09.860Z] Received message: []
[2024-02-01T01:23:09.863Z] Received message: []
[2024-02-01T01:24:09.869Z] Received message: []
[2024-02-01T01:25:09.873Z] Received message: []
[2024-02-01T01:26:09.878Z] Received message: []
[2024-02-01T01:27:09.882Z] Received message: []
[2024-02-01T01:28:09.888Z] Received message: []
[2024-02-01T01:29:09.894Z] Received message: []
[2024-02-01T01:30:09.898Z] Received message: []
[2024-02-01T01:31:09.902Z] Received message: []
[2024-02-01T01:32:09.906Z] Received message: []
[2024-02-01T01:33:09.911Z] Received message: []
[2024-02-01T01:34:09.915Z] Received message: []
[2024-02-01T01:35:09.919Z] Received message: []
[2024-02-01T01:36:09.923Z] Received message: []
[2024-02-01T01:37:09.926Z] Received message: []
[2024-02-01T01:38:09.930Z] Received message: []
[2024-02-01T01:39:09.933Z] Received message: []
[2024-02-01T01:40:09.938Z] Received message: []
[2024-02-01T01:41:09.943Z] Received message: []
[2024-02-01T01:42:09.947Z] Received message: []
[2024-02-01T01:43:09.952Z] Received message: []
[2024-02-01T01:44:09.956Z] Received message: []
[2024-02-01T01:45:09.960Z] Received message: []
[2024-02-01T01:46:09.963Z] Received message: []
[2024-02-01T01:47:09.968Z] Received message: []
[2024-02-01T01:48:09.971Z] Received message: []
[2024-02-01T01:49:09.976Z] Received message: []
[2024-02-01T01:50:09.981Z] Received message: []
[2024-02-01T01:51:09.987Z] Received message: []
[2024-02-01T01:52:09.992Z] Received message: []
[2024-02-01T01:53:09.997Z] Received message: []
[2024-02-01T01:54:10.001Z] Received message: []
[2024-02-01T01:55:10.006Z] Received message: []
[2024-02-01T01:56:10.010Z] Received message: []
[2024-02-01T01:57:10.015Z] Received message: []
[2024-02-01T01:58:10.019Z] Received message: []
[2024-02-01T01:59:10.021Z] Received message: []
[2024-02-01T02:00:10.025Z] Received message: []
[2024-02-01T02:01:10.029Z] Received message: []
[2024-02-01T02:02:10.033Z] Received message: []
[2024-02-01T02:03:10.038Z] Received message: []
[2024-02-01T02:04:10.043Z] Received message: []
[2024-02-01T02:05:10.047Z] Received message: []
[2024-02-01T02:06:10.052Z] Received message: []
[2024-02-01T02:07:10.056Z] Received message: []
[2024-02-01T02:08:10.060Z] Received message: []
[2024-02-01T02:09:10.064Z] Received message: []
[2024-02-01T02:10:10.069Z] Received message: []
[2024-02-01T02:11:10.075Z] Received message: []
[2024-02-01T13:36:26.033Z] Received message: []
[2024-02-01T13:37:26.038Z] Received message: []
[2024-02-01T13:38:26.041Z] Received message: []
[2024-02-01T13:39:26.046Z] Received message: []
[2024-02-01T13:40:26.047Z] Received message: []
[2024-02-01T13:41:26.049Z] Received message: []
[2024-02-01T13:42:26.052Z] Received message: []
[2024-02-01T13:43:26.055Z] Received message: []
[2024-02-01T13:44:26.059Z] Received message: []
[2024-02-01T13:45:26.064Z] Received message: []
[2024-02-01T13:46:26.065Z] Received message: []
[2024-02-01T13:47:26.067Z] Received message: []
[2024-02-01T13:48:01.661Z] Error polling extension: Error: socket hang up
    at connResetException (node:internal/errors:717:14)
    at Socket.socketOnEnd (node:_http_client:526:23)
    at Socket.emit (node:events:525:35)
    at endReadableNT (node:internal/streams/readable:1359:12)
    at process.processTicksAndRejections (node:internal/process/task_queues:82:21)
[2024-02-01T13:48:01.663Z] Error polling extension: Error: connect ECONNREFUSED /run/user/798000122/vscode-remote-containers-9d829149-6a68-4e42-9617-f036d7ab4894.sock
    at PipeConnectWrap.afterConnect [as oncomplete] (node:net:1494:16)
[2024-02-01T13:48:01.664Z] Cleaning up after 71181681 ms...
[2024-02-01T13:48:01.664Z] Delaying for 10000 ms.
